Flag --port has been deprecated, see --secure-port instead.
I0530 01:38:21.457416       1 serving.go:331] Generated self-signed cert in-memory
I0530 01:39:07.166579       1 shared_informer.go:240] Waiting for caches to sync for endpoint
I0530 01:39:07.183216       1 controllermanager.go:549] Started "replicaset"
I0530 01:39:07.183293       1 replica_set.go:182] Starting replicaset controller
I0530 01:39:07.183301       1 shared_informer.go:240] Waiting for caches to sync for ReplicaSet
I0530 01:39:07.190395       1 controllermanager.go:549] Started "ttl"
I0530 01:39:07.190488       1 ttl_controller.go:118] Starting TTL controller
I0530 01:39:07.190493       1 shared_informer.go:240] Waiting for caches to sync for TTL
I0530 01:39:07.200137       1 controllermanager.go:549] Started "persistentvolume-binder"
I0530 01:39:07.200282       1 pv_controller_base.go:303] Starting persistent volume controller
I0530 01:39:07.200287       1 shared_informer.go:240] Waiting for caches to sync for persistent volume
I0530 01:39:07.206571       1 controllermanager.go:549] Started "clusterrole-aggregation"
I0530 01:39:07.207149       1 clusterroleaggregation_controller.go:149] Starting ClusterRoleAggregator
I0530 01:39:07.208482       1 shared_informer.go:240] Waiting for caches to sync for ClusterRoleAggregator
I0530 01:39:07.217855       1 controllermanager.go:549] Started "replicationcontroller"
I0530 01:39:07.218863       1 replica_set.go:182] Starting replicationcontroller controller
I0530 01:39:07.219903       1 shared_informer.go:240] Waiting for caches to sync for ReplicationController
I0530 01:39:07.249234       1 controllermanager.go:549] Started "disruption"
I0530 01:39:07.249363       1 disruption.go:331] Starting disruption controller
I0530 01:39:07.249369       1 shared_informer.go:240] Waiting for caches to sync for disruption
I0530 01:39:07.259116       1 controllermanager.go:549] Started "csrcleaner"
I0530 01:39:07.259308       1 cleaner.go:83] Starting CSR cleaner controller
I0530 01:39:07.264784       1 node_lifecycle_controller.go:77] Sending events to api server
E0530 01:39:07.264804       1 core.go:230] failed to start cloud node lifecycle controller: no cloud provider provided
W0530 01:39:07.264810       1 controllermanager.go:541] Skipping "cloud-node-lifecycle"
I0530 01:39:07.272116       1 controllermanager.go:549] Started "podgc"
I0530 01:39:07.272583       1 gc_controller.go:89] Starting GC controller
I0530 01:39:07.272890       1 shared_informer.go:240] Waiting for caches to sync for GC
I0530 01:39:07.419322       1 controllermanager.go:549] Started "namespace"
I0530 01:39:07.419452       1 namespace_controller.go:200] Starting namespace controller
I0530 01:39:07.419459       1 shared_informer.go:240] Waiting for caches to sync for namespace
I0530 01:39:07.770935       1 dynamic_serving_content.go:130] Starting csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key
I0530 01:39:07.771118       1 certificate_controller.go:118] Starting certificate controller "csrsigning-kubelet-client"
I0530 01:39:07.771126       1 shared_informer.go:240] Waiting for caches to sync for certificate-csrsigning-kubelet-client
I0530 01:39:07.771135       1 dynamic_serving_content.go:130] Starting csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key
I0530 01:39:07.771259       1 certificate_controller.go:118] Starting certificate controller "csrsigning-kube-apiserver-client"
I0530 01:39:07.771264       1 shared_informer.go:240] Waiting for caches to sync for certificate-csrsigning-kube-apiserver-client
I0530 01:39:07.771272       1 dynamic_serving_content.go:130] Starting csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key
I0530 01:39:07.771360       1 controllermanager.go:549] Started "csrsigning"
I0530 01:39:07.771396       1 certificate_controller.go:118] Starting certificate controller "csrsigning-legacy-unknown"
I0530 01:39:07.771401       1 shared_informer.go:240] Waiting for caches to sync for certificate-csrsigning-legacy-unknown
I0530 01:39:07.771407       1 dynamic_serving_content.go:130] Starting csr-controller::/etc/kubernetes/pki/ca.crt::/etc/kubernetes/pki/ca.key
I0530 01:39:07.771727       1 certificate_controller.go:118] Starting certificate controller "csrsigning-kubelet-serving"
I0530 01:39:07.771737       1 shared_informer.go:240] Waiting for caches to sync for certificate-csrsigning-kubelet-serving
I0530 01:39:08.247080       1 controllermanager.go:549] Started "tokencleaner"
I0530 01:39:08.247212       1 tokencleaner.go:118] Starting token cleaner controller
I0530 01:39:08.247219       1 shared_informer.go:240] Waiting for caches to sync for token_cleaner
I0530 01:39:08.247223       1 shared_informer.go:247] Caches are synced for token_cleaner 
I0530 01:39:08.983322       1 node_lifecycle_controller.go:380] Sending events to api server.
I0530 01:39:08.983650       1 taint_manager.go:163] Sending events to api server.
I0530 01:39:08.983685       1 node_lifecycle_controller.go:508] Controller will reconcile labels.
I0530 01:39:08.983697       1 controllermanager.go:549] Started "nodelifecycle"
I0530 01:39:08.984066       1 node_lifecycle_controller.go:542] Starting node controller
I0530 01:39:08.984968       1 shared_informer.go:240] Waiting for caches to sync for taint
I0530 01:39:09.071466       1 shared_informer.go:247] Caches are synced for certificate-csrsigning-legacy-unknown 
I0530 01:39:09.072152       1 shared_informer.go:247] Caches are synced for certificate-csrsigning-kubelet-serving 
I0530 01:39:09.074622       1 shared_informer.go:247] Caches are synced for certificate-csrsigning-kubelet-client 
I0530 01:39:09.074638       1 shared_informer.go:247] Caches are synced for certificate-csrsigning-kube-apiserver-client 
I0530 01:39:09.207490       1 shared_informer.go:247] Caches are synced for certificate-csrapproving 
I0530 01:39:09.215165       1 shared_informer.go:240] Waiting for caches to sync for resource quota
I0530 01:39:09.266471       1 shared_informer.go:247] Caches are synced for PVC protection 
I0530 01:39:09.269398       1 shared_informer.go:247] Caches are synced for endpoint 
I0530 01:39:09.291401       1 shared_informer.go:247] Caches are synced for TTL 
W0530 01:39:09.291936       1 actual_state_of_world.go:534] Failed to update statusUpdateNeeded field in actual state of world: Failed to set statusUpdateNeeded to needed true, because nodeName="my-node" does not exist
I0530 01:39:09.292348       1 shared_informer.go:247] Caches are synced for attach detach 
I0530 01:39:09.292766       1 shared_informer.go:247] Caches are synced for endpoint_slice 
I0530 01:39:09.325655       1 shared_informer.go:247] Caches are synced for endpoint_slice_mirroring 
I0530 01:39:09.327540       1 shared_informer.go:247] Caches are synced for ReplicaSet 
I0530 01:39:09.331842       1 shared_informer.go:247] Caches are synced for node 
I0530 01:39:09.331920       1 range_allocator.go:172] Starting range CIDR allocator
I0530 01:39:09.331926       1 shared_informer.go:240] Waiting for caches to sync for cidrallocator
I0530 01:39:09.331930       1 shared_informer.go:247] Caches are synced for cidrallocator 
I0530 01:39:09.331939       1 shared_informer.go:247] Caches are synced for GC 
I0530 01:39:09.331971       1 shared_informer.go:247] Caches are synced for taint 
I0530 01:39:09.332289       1 node_lifecycle_controller.go:1429] Initializing eviction metric for zone: 
W0530 01:39:09.332383       1 node_lifecycle_controller.go:1044] Missing timestamp for Node my-node. Assuming now as a timestamp.
I0530 01:39:09.332405       1 node_lifecycle_controller.go:1245] Controller detected that zone  is now in state Normal.
I0530 01:39:09.333058       1 shared_informer.go:247] Caches are synced for HPA 
I0530 01:39:09.333071       1 taint_manager.go:187] Starting NoExecuteTaintManager
I0530 01:39:09.333172       1 event.go:291] "Event occurred" object="my-node" kind="Node" apiVersion="v1" type="Normal" reason="RegisteredNode" message="Node my-node event: Registered Node my-node in Controller"
I0530 01:39:09.333178       1 shared_informer.go:247] Caches are synced for persistent volume 
I0530 01:39:09.333583       1 shared_informer.go:247] Caches are synced for ReplicationController 
I0530 01:39:09.333674       1 shared_informer.go:247] Caches are synced for namespace 
I0530 01:39:09.334257       1 shared_informer.go:247] Caches are synced for stateful set 
I0530 01:39:09.335551       1 shared_informer.go:247] Caches are synced for expand 
I0530 01:39:09.336859       1 shared_informer.go:247] Caches are synced for PV protection 
I0530 01:39:09.343706       1 shared_informer.go:247] Caches are synced for service account 
I0530 01:39:09.346632       1 shared_informer.go:247] Caches are synced for bootstrap_signer 
I0530 01:39:09.350585       1 shared_informer.go:247] Caches are synced for disruption 
I0530 01:39:09.350671       1 disruption.go:339] Sending events to api server.
I0530 01:39:09.350710       1 shared_informer.go:247] Caches are synced for deployment 
I0530 01:39:09.358511       1 shared_informer.go:247] Caches are synced for daemon sets 
I0530 01:39:09.475976       1 shared_informer.go:247] Caches are synced for resource quota 
I0530 01:39:09.476731       1 shared_informer.go:247] Caches are synced for resource quota 
I0530 01:39:09.476851       1 shared_informer.go:247] Caches are synced for ClusterRoleAggregator 
I0530 01:39:09.476692       1 shared_informer.go:247] Caches are synced for job 
I0530 01:39:09.527294       1 shared_informer.go:240] Waiting for caches to sync for garbage collector
I0530 01:39:09.690818       1 shared_informer.go:247] Caches are synced for garbage collector 
I0530 01:39:09.690890       1 garbagecollector.go:137] Garbage collector: all resource monitors have synced. Proceeding to collect garbage
I0530 01:39:09.727849       1 shared_informer.go:247] Caches are synced for garbage collector 
I0530 01:44:42.980086       1 event.go:291] "Event occurred" object="sonobuoy/sonobuoy-systemd-logs-daemon-set-d5579532033e411b" kind="DaemonSet" apiVersion="apps/v1" type="Normal" reason="SuccessfulCreate" message="Created pod: sonobuoy-systemd-logs-daemon-set-d5579532033e411b-8pwbp"
